espn_player_id,team_id,espn_team,name,position,class_year,height_display,weight_lbs,source
5041942,248.0,Houston Cougars,Isiah Harwell,G,Freshman,"6' 6""",220.0,espn_roster
5144098,248.0,Houston Cougars,Bryce Jackson,G,Freshman,"6' 6""",210.0,espn_roster
5070506,248.0,Houston Cougars,Kordel Jefferson,G,Sophomore,"6' 3""",195.0,espn_roster
5117524,248.0,Houston Cougars,Cedric Lath,C,Junior,"6' 10""",265.0,espn_roster
5101660,248.0,Houston Cougars,Chase McCarty,F,Freshman,"6' 5""",215.0,espn_roster
5095062,248.0,Houston Cougars,Jacob McFarland,C,Sophomore,"6' 11""",225.0,espn_roster
4873086,248.0,Houston Cougars,Mercy Miller,G,Sophomore,"6' 4""",200.0,espn_roster
5176274,248.0,Houston Cougars,Kalifa Sakho,F,Senior,"6' 11""",230.0,espn_roster
5060700,248.0,Houston Cougars,Joseph Tugler,F,Junior,"6' 8""",230.0,espn_roster
4708176,248.0,Houston Cougars,Ramon Walker Jr.,G,Senior,"6' 5""",215.0,espn_roster
5243040,2329.0,Lehigh Mountain Hawks,Alfredo Addesa,F,Sophomore,"6' 10""",235.0,espn_roster
5105684,2329.0,Lehigh Mountain Hawks,Henri Adiassa,C,Senior,"6' 11""",240.0,espn_roster
5243042,2329.0,Lehigh Mountain Hawks,Hank Alvey,F,Sophomore,"6' 9""",251.0,espn_roster
5243039,2329.0,Lehigh Mountain Hawks,Edouard Benoit,F,Sophomore,"6' 8""",207.0,espn_roster
5314504,2329.0,Lehigh Mountain Hawks,Caesar Burrows,G,Freshman,"6' 3""",177.0,espn_roster
5105685,2329.0,Lehigh Mountain Hawks,Tommy Conniff,C,Senior,"6' 11""",260.0,espn_roster
5176077,2329.0,Lehigh Mountain Hawks,Joshua Ingram,G,Junior,"6' 4""",176.0,espn_roster
5243041,2329.0,Lehigh Mountain Hawks,Peter Kramer,G,Sophomore,"6' 5""",196.0,espn_roster
5105683,2329.0,Lehigh Mountain Hawks,Bube Momah,F,Senior,"6' 8""",240.0,espn_roster
5176078,2329.0,Lehigh Mountain Hawks,Jake Pike,F,Junior,"6' 8""",210.0,espn_roster
5105682,2329.0,Lehigh Mountain Hawks,Brendan Reed,G,Senior,"6' 0""",161.0,espn_roster
5314505,2329.0,Lehigh Mountain Hawks,Caleb Thomas,G,Freshman,"5' 10""",157.0,espn_roster
5314503,2329.0,Lehigh Mountain Hawks,Andrew Urosevic,G,Freshman,"6' 3""",195.0,espn_roster
5314506,2329.0,Lehigh Mountain Hawks,Jalen Vazquez,G,Junior,"6' 3""",170.0,espn_roster
5176076,2329.0,Lehigh Mountain Hawks,Nasir Whitlock,G,Junior,"6' 2""",184.0,espn_roster
5186456,12.0,Arizona Wildcats,Dwayne Aristode,F,Freshman,"6' 8""",220.0,espn_roster
4896359,12.0,Arizona Wildcats,Addison Arnold,G,Sophomore,"6' 3""",185.0,espn_roster
5174956,12.0,Arizona Wildcats,Jackson Cook,G,Sophomore,"6' 3""",185.0,espn_roster
5239487,12.0,Arizona Wildcats,Sven Djopmo,G,Sophomore,"6' 2""",190.0,espn_roster
5105542,12.0,Arizona Wildcats,Jackson Francois,G,Senior,"6' 5""",160.0,espn_roster
5311897,12.0,Arizona Wildcats,Sidi Gueye,F,Freshman,"6' 11""",215.0,espn_roster
5082287,12.0,Arizona Wildcats,Bryce James,G,Freshman,"6' 5""",195.0,espn_roster
5311896,12.0,Arizona Wildcats,Ivan Kharchenkov,F,Freshman,"6' 7""",220.0,espn_roster
5174954,12.0,Arizona Wildcats,Motiejus Krivas,C,Junior,"7' 2""",260.0,espn_roster
5311898,12.0,Arizona Wildcats,Mabil Mawut,F,Freshman,"6' 11""",200.0,espn_roster
4702960,12.0,Arizona Wildcats,Evan Nelson,G,Senior,"6' 2""",175.0,espn_roster
5108014,57.0,Florida Gators,AJ Brown,G,Junior,"6' 4""",210.0,espn_roster
5144372,57.0,Florida Gators,Isaiah Brown,G,Sophomore,"6' 4""",210.0,espn_roster
5174971,57.0,Florida Gators,Rueben Chinyelu,C,Junior,"6' 10""",265.0,espn_roster
5174657,57.0,Florida Gators,Alex Condon,F,Junior,"6' 11""",230.0,espn_roster
5238195,57.0,Florida Gators,Boogie Fland,G,Sophomore,"6' 3""",185.0,espn_roster
5080489,57.0,Florida Gators,Thomas Haugh,F,Junior,"6' 9""",215.0,espn_roster
5217184,57.0,Florida Gators,CJ Ingram,G,Freshman,"6' 6""",205.0,espn_roster
5174660,57.0,Florida Gators,Cooper Josefsberg,G,Junior,"6' 4""",195.0,espn_roster
5238200,57.0,Florida Gators,Urban Klavzar,G,Junior,"6' 1""",195.0,espn_roster
5175405,57.0,Florida Gators,Alex Kovatchev,G,Sophomore,"6' 5""",190.0,espn_roster
5041948,57.0,Florida Gators,Alex Lloyd,G,Freshman,"6' 3""",180.0,espn_roster
5238201,57.0,Florida Gators,Viktor Mikic,C,Sophomore,"6' 11""",260.0,espn_roster
5184753,57.0,Florida Gators,Olivier Rioux,C,Freshman,"7' 9""",305.0,espn_roster
4895737,41.0,UConn Huskies,Solo Ball,G,Junior,"6' 4""",200.0,espn_roster
5054083,41.0,UConn Huskies,Silas Demary Jr.,G,Junior,"6' 4""",195.0,espn_roster
5312036,41.0,UConn Huskies,Rrezon Elezaj,C,Freshman,"7' 1""",225.0,espn_roster
5248294,41.0,UConn Huskies,Jacob Furphy,G,Freshman,"6' 6""",205.0,espn_roster
4703011,41.0,UConn Huskies,Dwayne Koroma,F,Senior,"6' 8""",212.0,espn_roster
5241657,41.0,UConn Huskies,Alec Millender,G,Senior,"6' 1""",190.0,espn_roster
5196916,41.0,UConn Huskies,Braylon Mullins,G,Freshman,"6' 6""",196.0,espn_roster
5307570,41.0,UConn Huskies,Uroš Paunovic,G,Junior,"6' 3""",190.0,espn_roster
5152763,41.0,UConn Huskies,Eric Reibe,C,Freshman,"7' 1""",260.0,espn_roster
5142624,41.0,UConn Huskies,Jacob Ross,F,Freshman,"6' 5""",195.0,espn_roster
4895753,41.0,UConn Huskies,Jayden Ross,F,Junior,"6' 7""",205.0,espn_roster
4683861,41.0,UConn Huskies,Malachi Smith,G,Senior,"6' 1""",180.0,espn_roster
4685647,41.0,UConn Huskies,Jaylin Stewart,F,Junior,"6' 7""",225.0,espn_roster
5252503,2441.0,New Haven Chargers,Maison Adeleye,G,Senior,"6' 3""",,espn_roster
5314315,2441.0,New Haven Chargers,Vere Anthony,G,Freshman,"6' 0""",,espn_roster
5242624,2441.0,New Haven Chargers,Jagger Bascombe,G,Sophomore,"6' 4""",175.0,espn_roster
5108121,2441.0,New Haven Chargers,Kheni Briggs,G,Senior,"6' 3""",200.0,espn_roster
5314321,2441.0,New Haven Chargers,Tristan Burth,F,Freshman,"6' 8""",,espn_roster
5314317,2441.0,New Haven Chargers,Timothy Coleman,F,Junior,"6' 7""",,espn_roster
5243011,2441.0,New Haven Chargers,Stefano Faloppa,F,Junior,"6' 9""",235.0,espn_roster
5185239,2441.0,New Haven Chargers,Jabri Fitzpatrick,G,Junior,"6' 2""",170.0,espn_roster
5314323,2441.0,New Haven Chargers,Najimi George,G,Sophomore,"6' 4""",,espn_roster
5314312,2441.0,New Haven Chargers,Justice Hanna,G,Freshman,"6' 0""",,espn_roster
5314314,2441.0,New Haven Chargers,Owen Hotaling,G,Freshman,"6' 3""",,espn_roster
5314324,2441.0,New Haven Chargers,Kyle Kearson,G,Senior,"6' 4""",,espn_roster
5314313,2441.0,New Haven Chargers,Dior Kennedy,G,Freshman,"6' 2""",,espn_roster
5314311,2441.0,New Haven Chargers,Dominick LaDuca,G,Freshman,"5' 7""",,espn_roster
5314310,2441.0,New Haven Chargers,Aidan Losiewicz,G,Freshman,"6' 3""",,espn_roster
5314316,2441.0,New Haven Chargers,Nathan Narcisse,G,Sophomore,"6' 4""",,espn_roster
5314325,2441.0,New Haven Chargers,Matiss Ogle,G,Freshman,"6' 5""",,espn_roster
5314318,2441.0,New Haven Chargers,John Oladipo,G,Freshman,"6' 2""",,espn_roster
5314320,2441.0,New Haven Chargers,Andre Pasha,F,Sophomore,"6' 9""",,espn_roster
5314319,2441.0,New Haven Chargers,Teshaun Steele,G,Freshman,"6' 7""",,espn_roster
5314322,2441.0,New Haven Chargers,Zoumana Traore,G,Freshman,"6' 8""",,espn_roster
5105658,2599.0,St. John's Red Storm,Dylan Darling,G,Junior,"6' 1""",175.0,espn_roster
5107197,2599.0,St. John's Red Storm,Sadiku Ibine Ayo,F,Senior,"6' 6""",215.0,espn_roster
4869770,2599.0,St. John's Red Storm,Ian Jackson,G,Sophomore,"6' 5""",195.0,espn_roster
5312302,2599.0,St. John's Red Storm,Fotis Konstantinidis,G,Freshman,"6' 2""",180.0,espn_roster
5145712,2599.0,St. John's Red Storm,Lefteris Liotopoulos,G,Sophomore,"6' 4""",195.0,espn_roster
5226072,2599.0,St. John's Red Storm,Kelvin Odih,G,Freshman,"6' 4""",215.0,espn_roster
5312301,2599.0,St. John's Red Storm,Casper Pohto,G,Freshman,"6' 3""",185.0,espn_roster
5240539,2599.0,St. John's Red Storm,Ruben Prey,F,Sophomore,"6' 11""",230.0,espn_roster
5142625,2599.0,St. John's Red Storm,Joson Sanon,G,Sophomore,"6' 5""",200.0,espn_roster
5312303,2599.0,St. John's Red Storm,Imran Suljanovic,F,Freshman,"6' 8""",210.0,espn_roster
4896480,2599.0,St. John's Red Storm,Handje Tamba,C,Senior,"6' 11""",240.0,espn_roster
5242909,2514.0,Quinnipiac Bobcats,Akintola Akinniyi,F,Junior,"6' 7""",225.0,espn_roster
4703194,2514.0,Quinnipiac Bobcats,Ronell Giles Jr.,G,Senior,"6' 3""",200.0,espn_roster
5239648,2514.0,Quinnipiac Bobcats,Nate Guerengomba,G,Sophomore,"6' 4""",215.0,espn_roster
5242115,2514.0,Quinnipiac Bobcats,Asim Jones,G,Senior,"6' 2""",170.0,espn_roster
5311609,2514.0,Quinnipiac Bobcats,Keith McKnight,G,Freshman,"6' 7""",,espn_roster
5107321,2514.0,Quinnipiac Bobcats,Amarri Monroe,F,Senior,"6' 7""",220.0,espn_roster
5311610,2514.0,Quinnipiac Bobcats,Sam Nosakhare,F,Freshman,"6' 9""",,espn_roster
5242905,2514.0,Quinnipiac Bobcats,Grant Randall,F,Sophomore,"6' 9""",195.0,espn_roster
5311606,2514.0,Quinnipiac Bobcats,Jayden Reid,F,Freshman,"6' 9""",,espn_roster
5242906,2514.0,Quinnipiac Bobcats,Samson Reilly,G,Freshman,"6' 2""",165.0,espn_roster
5198203,2514.0,Quinnipiac Bobcats,Braylan Ritvo,F,Freshman,"6' 8""",205.0,espn_roster
5311608,2514.0,Quinnipiac Bobcats,Christopher Skenderi,F,Freshman,"6' 7""",205.0,espn_roster
5311607,2514.0,Quinnipiac Bobcats,Tai Turnage,G,Freshman,"6' 0""",160.0,espn_roster
5242907,2514.0,Quinnipiac Bobcats,Spence Wewe,F,Sophomore,"7' 0""",220.0,espn_roster
5242908,2514.0,Quinnipiac Bobcats,Jaden Zimmerman,G,Sophomore,"6' 5""",200.0,espn_roster
4869764,130.0,Michigan Wolverines,Elliot Cadeau,G,Junior,"6' 1""",180.0,espn_roster
5214641,130.0,Michigan Wolverines,L.J. Cason,G,Sophomore,"6' 2""",195.0,espn_roster
5239559,130.0,Michigan Wolverines,Howard Eisley Jr.,G,Sophomore,"6' 0""",200.0,espn_roster
5244505,130.0,Michigan Wolverines,Oscar Goodman,F,Freshman,"6' 7""",235.0,espn_roster
5174808,130.0,Michigan Wolverines,Winters Grady,G,Freshman,"6' 6""",210.0,espn_roster
5174787,130.0,Michigan Wolverines,Harrison Hochberg,F,Junior,"6' 7""",220.0,espn_roster
5311988,130.0,Michigan Wolverines,Malick Kordel,C,Freshman,"7' 2""",275.0,espn_roster
5311987,130.0,Michigan Wolverines,Ricky Liburd,G,Freshman,"6' 4""",190.0,espn_roster
5106648,130.0,Michigan Wolverines,Charlie May,G,Senior,"6' 5""",190.0,espn_roster
5041954,130.0,Michigan Wolverines,Trey McKenney,G,Freshman,"6' 4""",225.0,espn_roster
4684596,130.0,Michigan Wolverines,Will Tschetter,F,Senior,"6' 8""",230.0,espn_roster
5240688,2473.0,Oakland Golden Grizzlies,Nate Deer,F,Senior,"6' 10""",240.0,espn_roster
5313714,2473.0,Oakland Golden Grizzlies,Isaac Garrett,F,Junior,"6' 8""",219.0,espn_roster
5177149,2473.0,Oakland Golden Grizzlies,Michael Houge,F,Senior,"6' 7""",228.0,espn_roster
5313710,2473.0,Oakland Golden Grizzlies,William Kassi,G,Junior,"6' 9""",190.0,espn_roster
5241684,2473.0,Oakland Golden Grizzlies,Warren Marshall IV,G,Freshman,"6' 6""",180.0,espn_roster
5313708,2473.0,Oakland Golden Grizzlies,Hamoudy Mashhour,G,Freshman,"6' 2""",188.0,espn_roster
5241679,2473.0,Oakland Golden Grizzlies,Nassim Mashhour,G,Sophomore,"6' 6""",190.0,espn_roster
5177207,2473.0,Oakland Golden Grizzlies,Tuburu Naivalurua,F,Senior,"6' 8""",240.0,espn_roster
5107377,2473.0,Oakland Golden Grizzlies,Brody Robinson,G,Senior,"5' 11""",160.0,espn_roster
5313713,2473.0,Oakland Golden Grizzlies,Khoi Thurmon,G,Junior,"6' 1""",205.0,espn_roster
5315124,2473.0,Oakland Golden Grizzlies,Ziare Wells,G,Senior,"6' 6""",170.0,espn_roster
5313712,2473.0,Oakland Golden Grizzlies,Brett White II,G,Senior,"6' 6""",184.0,espn_roster
5313709,2473.0,Oakland Golden Grizzlies,Donny Yeager,G,Freshman,"6' 0""",173.0,espn_roster
5313711,2473.0,Oakland Golden Grizzlies,MJ Yeager,G,Freshman,"5' 10""",152.0,espn_roster
5183975,252.0,BYU Cougars,Abdullah Ahmed,C,Sophomore,"6' 10""",220.0,espn_roster
4702626,252.0,BYU Cougars,Dawson Baker,G,Senior,"6' 4""",190.0,espn_roster
5243211,252.0,BYU Cougars,Mihailo Boškovic,F,Senior,"6' 10""",,espn_roster
4685654,252.0,BYU Cougars,Kennard Davis Jr.,F,Junior,"6' 6""",215.0,espn_roster
5262996,252.0,BYU Cougars,Dominique Diomande,F,Freshman,"6' 7""",190.0,espn_roster
5311908,252.0,BYU Cougars,Aleksej Kostic,G,Freshman,"6' 4""",,espn_roster
5243214,252.0,BYU Cougars,Brody Kozlowski,F,Sophomore,"6' 8""",,espn_roster
5262601,252.0,BYU Cougars,Khadim Mboup,F,Freshman,"6' 9""",,espn_roster
5105466,252.0,BYU Cougars,Jared McGregor,G,Senior,"6' 3""",180.0,espn_roster
5176299,252.0,BYU Cougars,Tyler Mrus,F,Junior,"6' 7""",205.0,espn_roster
5329424,252.0,BYU Cougars,KJ Perry,G,Freshman,"6' 3""",180.0,espn_roster
5107152,252.0,BYU Cougars,Nate Pickens,G,Senior,"6' 3""",,espn_roster
5143304,252.0,BYU Cougars,Xavion Staton,C,Freshman,"6' 11""",,espn_roster
5060709,252.0,BYU Cougars,Robert Wright III,G,Sophomore,"6' 1""",183.0,espn_roster
5240540,222.0,Villanova Wildcats,Wade Chiddick,G,Senior,"6' 4""",200.0,espn_roster
5105576,222.0,Villanova Wildcats,Malcolm Flaggs,G,Sophomore,"6' 6""",200.0,espn_roster
5106034,222.0,Villanova Wildcats,Tafara Gapare,F,Senior,"6' 9""",215.0,espn_roster
5175588,222.0,Villanova Wildcats,Matt Hodge,F,Freshman,"6' 8""",220.0,espn_roster
5221332,222.0,Villanova Wildcats,Chris Jeffrey,G,Freshman,"6' 3""",200.0,espn_roster
5144105,222.0,Villanova Wildcats,Acaden Lewis,G,Freshman,"6' 2""",180.0,espn_roster
5174291,222.0,Villanova Wildcats,Bryce Lindsay,G,Sophomore,"6' 3""",194.0,espn_roster
5281374,222.0,Villanova Wildcats,Nico Onyekwere,C,Freshman,"7' 1""",240.0,espn_roster
5239554,222.0,Villanova Wildcats,Malachi Palmer,G,Sophomore,"6' 6""",212.0,espn_roster
5182412,222.0,Villanova Wildcats,Tyler Perkins,G,Junior,"6' 4""",212.0,espn_roster
5142360,222.0,Villanova Wildcats,Braden Pierce,C,Sophomore,"7' 0""",245.0,espn_roster
5175067,222.0,Villanova Wildcats,Zion Stanford,G,Junior,"6' 6""",205.0,espn_roster
5311966,97.0,Louisville Cardinals,Mouhamed Camara,F,Freshman,"6' 8""",225.0,espn_roster
5311967,97.0,Louisville Cardinals,Sananda Fru,F,Junior,"6' 11""",250.0,espn_roster
5311968,97.0,Louisville Cardinals,Will Hanke,G,Freshman,"6' 4""",200.0,espn_roster
5104203,97.0,Louisville Cardinals,London Johnson,G,Junior,"6' 3""",175.0,espn_roster
4702739,97.0,Louisville Cardinals,Aly Khalifa,C,Senior,"7' 0""",250.0,espn_roster
5105765,97.0,Louisville Cardinals,Spencer Legg,G,Senior,"6' 7""",200.0,espn_roster
4589481,97.0,Louisville Cardinals,Kasean Pryor,F,Senior,"6' 10""",230.0,espn_roster
5174946,97.0,Louisville Cardinals,Kobe Rodgers,G,Senior,"6' 3""",185.0,espn_roster
4873187,97.0,Louisville Cardinals,Khani Rooths,F,Sophomore,"6' 10""",215.0,espn_roster
5106779,97.0,Louisville Cardinals,Cole Sherman,G,Senior,"5' 11""",190.0,espn_roster
5242127,97.0,Louisville Cardinals,Adrian Wooley,G,Sophomore,"6' 4""",200.0,espn_roster
5311969,97.0,Louisville Cardinals,Vangelis Zougris,F,Junior,"6' 8""",240.0,espn_roster
5323987,2569.0,South Carolina State Bulldogs,Owen Bronston Jr.,G,Junior,"6' 6""",205.0,espn_roster
5241847,2569.0,South Carolina State Bulldogs,Cameron Clark,F,Senior,"6' 10""",225.0,espn_roster
5317333,2569.0,South Carolina State Bulldogs,Derwin Hodge Jr.,F,Freshman,"6' 10""",195.0,espn_roster
5243405,2569.0,South Carolina State Bulldogs,Jayden Johnson,G,Sophomore,"6' 1""",165.0,espn_roster
5243409,2569.0,South Carolina State Bulldogs,D'Shay Knights Wright,F,Sophomore,"6' 9""",210.0,espn_roster
5106054,2569.0,South Carolina State Bulldogs,Colin McKenzie,G,Senior,"6' 6""",200.0,espn_roster
5243407,2569.0,South Carolina State Bulldogs,Jamal Miles,G,Sophomore,"6' 4""",190.0,espn_roster
5179094,2569.0,South Carolina State Bulldogs,James Morrow,G,Junior,"6' 8""",210.0,espn_roster
5317334,2569.0,South Carolina State Bulldogs,Tim Okojie,C,Junior,"7' 1""",225.0,espn_roster
5317337,2569.0,South Carolina State Bulldogs,Chris Parker,G,Junior,"6' 5""",215.0,espn_roster
5243404,2569.0,South Carolina State Bulldogs,Florian Tenebay,G,Senior,"6' 6""",195.0,espn_roster
5317336,2569.0,South Carolina State Bulldogs,Teon Tindal,C,Freshman,"6' 7""",210.0,espn_roster
5317332,2569.0,South Carolina State Bulldogs,Noah Treadwell,G,Freshman,"6' 5""",180.0,espn_roster
5323988,2569.0,South Carolina State Bulldogs,Rayniel Wright,G,Junior,"6' 0""",160.0,espn_roster
5312038,26.0,UCLA Bruins,Markell Alston,G,Freshman,"6' 1""",185.0,espn_roster
4711304,26.0,UCLA Bruins,Xavier Booker,F,Junior,"6' 11""",245.0,espn_roster
5177743,26.0,UCLA Bruins,Jamar Brown,G,Senior,"6' 5""",200.0,espn_roster
5105794,26.0,UCLA Bruins,Skyy Clark,G,Senior,"6' 3""",210.0,espn_roster
4610012,26.0,UCLA Bruins,Eric Dailey Jr.,G,Junior,"6' 8""",230.0,espn_roster
5107782,26.0,UCLA Bruins,Donovan Dent,G,Senior,"6' 2""",185.0,espn_roster
5149633,26.0,UCLA Bruins,Eric Freeny,G,Freshman,"6' 4""",215.0,espn_roster
5239622,26.0,UCLA Bruins,Christian Horry,G,Freshman,"6' 2""",180.0,espn_roster
5105417,26.0,UCLA Bruins,Steven Jamerson II,F,Senior,"6' 10""",230.0,espn_roster
5105639,26.0,UCLA Bruins,Evan Manjikian,F,Junior,"6' 8""",235.0,espn_roster
5243402,26.0,UCLA Bruins,Anthony Peoples Jr.,F,Senior,"6' 9""",230.0,espn_roster
5060706,26.0,UCLA Bruins,Trent Perry,G,Sophomore,"6' 4""",190.0,espn_roster
5105640,26.0,UCLA Bruins,Jack Seidler,G,Junior,"6' 4""",215.0,espn_roster
5174981,26.0,UCLA Bruins,Brandon Williams,G,Sophomore,"6' 7""",230.0,espn_roster
5241269,331.0,Eastern Washington Eagles,Jojo Anderson,G,Senior,"6' 1""",185.0,espn_roster
4906817,331.0,Eastern Washington Eagles,Andrew Cook,G,Senior,"6' 4""",220.0,espn_roster
5313113,331.0,Eastern Washington Eagles,Alan Gballou,F,Freshman,"6' 7""",255.0,espn_roster
5313112,331.0,Eastern Washington Eagles,Alton Hamilton IV,F,Junior,"6' 8""",235.0,espn_roster
5176321,331.0,Eastern Washington Eagles,Kiree Huie,F,Senior,"6' 9""",245.0,espn_roster
5175374,331.0,Eastern Washington Eagles,Emmett Marquardt,F,Sophomore,"6' 9""",225.0,espn_roster
5107191,331.0,Eastern Washington Eagles,Maddox Monson,G,Senior,"6' 2""",180.0,espn_roster
5176412,331.0,Eastern Washington Eagles,Isaiah Moses,G,Senior,"6' 0""",190.0,espn_roster
5107196,331.0,Eastern Washington Eagles,Shaumba Ngoyi,F,Sophomore,"6' 9""",225.0,espn_roster
4684146,331.0,Eastern Washington Eagles,Tyler Powell,G,Senior,"6' 5""",210.0,espn_roster
4708534,331.0,Eastern Washington Eagles,Johnny Radford,G,Senior,"6' 1""",180.0,espn_roster
5313111,331.0,Eastern Washington Eagles,Straton Rogers,G,Senior,"6' 5""",205.0,espn_roster
5313110,331.0,Eastern Washington Eagles,Cole Scherer,G,Freshman,"6' 2""",185.0,espn_roster
5241164,331.0,Eastern Washington Eagles,Elijah Thomas,G,Senior,"6' 6""",195.0,espn_roster
5241162,331.0,Eastern Washington Eagles,Angelo Winkel,F,Senior,"6' 8""",225.0,espn_roster
5144085,8.0,Arkansas Razorbacks,Amere Brown,G,Freshman,"5' 9""",180.0,espn_roster
5311500,8.0,Arkansas Razorbacks,Elmir Džafic,C,Freshman,"7' 0""",285.0,espn_roster
5105546,8.0,Arkansas Razorbacks,Malique Ewin,F,Senior,"6' 10""",240.0,espn_roster
5238194,8.0,Arkansas Razorbacks,Jaden Karuletwa,G,Sophomore,"6' 4""",195.0,espn_roster
5238196,8.0,Arkansas Razorbacks,Ayden Kelley,G,Sophomore,"5' 10""",170.0,espn_roster
4869777,8.0,Arkansas Razorbacks,Karter Knox,G,Sophomore,"6' 6""",220.0,espn_roster
5060732,8.0,Arkansas Razorbacks,Billy Richmond III,G,Sophomore,"6' 6""",205.0,espn_roster
5281348,8.0,Arkansas Razorbacks,Karim Rtail,G,Freshman,"6' 7""",205.0,espn_roster
5101797,8.0,Arkansas Razorbacks,Isaiah Sealy,G,Freshman,"6' 7""",195.0,espn_roster
5258495,8.0,Arkansas Razorbacks,Paulo Semedo,F,Freshman,"7' 1""",225.0,espn_roster
4683777,8.0,Arkansas Razorbacks,D.J. Wagner,G,Junior,"6' 4""",190.0,espn_roster
5176382,2582.0,Southern Jaguars,Malek Abdelgowad,F,Senior,"6' 10""",220.0,espn_roster
5108073,2582.0,Southern Jaguars,Cam Amboree,G,Senior,"6' 3""",180.0,espn_roster
5243369,2582.0,Southern Jaguars,AJ Barnes,F,Senior,"6' 6""",210.0,espn_roster
5243370,2582.0,Southern Jaguars,Lionel Bell,F,Freshman,"6' 9""",235.0,espn_roster
5243367,2582.0,Southern Jaguars,Jayce Depron,G,Sophomore,"6' 3""",175.0,espn_roster
5175066,2582.0,Southern Jaguars,Terrance Dixon Jr.,F,Senior,"6' 8""",230.0,espn_roster
5243371,2582.0,Southern Jaguars,Puoch Dobuol,F,Senior,"6' 8""",195.0,espn_roster
5176556,2582.0,Southern Jaguars,Brandon Hardy,G,Junior,"6' 3""",205.0,espn_roster
5314835,2582.0,Southern Jaguars,Rondae Hill,G,Sophomore,"6' 0""",175.0,espn_roster
5243366,2582.0,Southern Jaguars,Michael Jacobs,G,Senior,"6' 2""",200.0,espn_roster
4905542,2582.0,Southern Jaguars,DaMariee Jones,F,Senior,"6' 5""",185.0,espn_roster
4585609,2582.0,Southern Jaguars,Keith Lamar,F,Senior,"6' 6""",215.0,espn_roster
5101848,2582.0,Southern Jaguars,Ashton Magee,F,Freshman,"6' 7""",205.0,espn_roster
5243368,2582.0,Southern Jaguars,Joe Manning,G,Senior,"6' 2""",185.0,espn_roster
5177597,2582.0,Southern Jaguars,Andre Nunley,G,Senior,"5' 10""",200.0,espn_roster
5314837,2582.0,Southern Jaguars,Femi Olaniyan,F,Junior,"6' 5""",210.0,espn_roster
5314838,2582.0,Southern Jaguars,Fazl Oshodi,G,Sophomore,"6' 3""",183.0,espn_roster
5314836,2582.0,Southern Jaguars,Trey Shephard,G,Freshman,"6' 6""",170.0,espn_roster
5261771,2582.0,Southern Jaguars,D'Mari Wiltz,G,Senior,,,espn_roster
5101833,333.0,Alabama Crimson Tide,Amari Allen,F,Freshman,"6' 8""",205.0,espn_roster
5101656,333.0,Alabama Crimson Tide,Jalil Bethea,G,Sophomore,"6' 5""",190.0,espn_roster
4685658,333.0,Alabama Crimson Tide,Taylor Bol Bowen,F,Junior,"6' 10""",202.0,espn_roster
5241440,333.0,Alabama Crimson Tide,Keitenn Bristow,F,Sophomore,"6' 10""",205.0,espn_roster
5325014,333.0,Alabama Crimson Tide,Jack Fagan,G,Sophomore,,,espn_roster
5101805,333.0,Alabama Crimson Tide,Davion Hannah,G,Freshman,"6' 6""",190.0,espn_roster
4684276,333.0,Alabama Crimson Tide,Aden Holloway,G,Junior,"6' 1""",180.0,espn_roster
5325013,333.0,Alabama Crimson Tide,Klark James,G,Senior,,,espn_roster
5144139,333.0,Alabama Crimson Tide,London Jemison,F,Freshman,"6' 8""",205.0,espn_roster
5325011,333.0,Alabama Crimson Tide,Jacob Martin,F,Sophomore,,,espn_roster
4433289,333.0,Alabama Crimson Tide,Preston Murphy Jr.,G,Junior,"6' 1""",180.0,espn_roster
5311499,333.0,Alabama Crimson Tide,Collins Onyejiaka,C,Freshman,"6' 11""",265.0,espn_roster
4873184,333.0,Alabama Crimson Tide,Aiden Sherrell,F,Sophomore,"6' 10""",255.0,espn_roster
5105668,333.0,Alabama Crimson Tide,Noah Williamson,C,Senior,"7' 0""",255.0,espn_roster
5314760,155.0,North Dakota Fighting Hawks,Garrett Anderson,G,Senior,"6' 6""",195.0,espn_roster
5176951,155.0,North Dakota Fighting Hawks,Matthew Bothun,F,Sophomore,"6' 9""",220.0,espn_roster
5314755,155.0,North Dakota Fighting Hawks,Marley Curtis,F,Freshman,"6' 8""",215.0,espn_roster
5314758,155.0,North Dakota Fighting Hawks,Micah Curtis,F,Freshman,"6' 8""",220.0,espn_roster
5314761,155.0,North Dakota Fighting Hawks,Wylee Delorme,G,Sophomore,"6' 5""",200.0,espn_roster
5176952,155.0,North Dakota Fighting Hawks,Anthony Doppler,G,Sophomore,"6' 4""",200.0,espn_roster
5176949,155.0,North Dakota Fighting Hawks,Ryan Erikson,F,Sophomore,"6' 10""",250.0,espn_roster
5177038,155.0,North Dakota Fighting Hawks,Josh Jones,C,Junior,"6' 9""",245.0,espn_roster
5106253,155.0,North Dakota Fighting Hawks,Eli King,G,Senior,"6' 3""",193.0,espn_roster
5176946,155.0,North Dakota Fighting Hawks,Zach Kraft,G,Sophomore,"6' 3""",185.0,espn_roster
5241647,155.0,North Dakota Fighting Hawks,George Natsvlishvili,F,Sophomore,"6' 10""",227.0,espn_roster
5314756,155.0,North Dakota Fighting Hawks,Karson Ouse,F,Freshman,"6' 7""",190.0,espn_roster
5314757,155.0,North Dakota Fighting Hawks,Anthony Smith III,G,Freshman,"6' 1""",170.0,espn_roster
