torvik_team,player,yr,height_display,mins,ortg,usage_pct,recruit_rank,in_rotation
Brown,Isaiah Langham,So,6-5,64,97,23,0.0,True
Brown,Brady Loughlin,So,6-5,53,108,18,0.0,True
Brown,Luke Paragon,Sr,6-4,37,119,19,0.0,True
Brown,David Rochester,Jr,6-8,30,105,18,0.0,True
Brown,Charlie OSullivan,So,6-10,17,105,19,0.0,True
Brown,Wyatt DeGraaf,Jr,6-10,8,91,17,0.0,True
Brown,Timmy Bollin,Fr,6-6,,,,0.0,False
Brown,Rykan Woo,Fr,6-1,,,,0.0,False
Brown,Drew Harris,Fr,6-7,,,,0.0,False
Brown,Logan Jones,Fr,6-7,,,,0.0,False
Brown,"Kenneth Francis, Jr.",Fr,6-4,,,,0.0,False
Brown,Jonah Drezner,Fr,6-3,,,,0.0,False
Bryant,Ty Tabales,So,6-2,81,93,24,0.0,True
Bryant,Andre Pasha,Jr,6-9,77,110,19,0.0,True
Bryant,Jayhlon Young,Sr,6-2,72,107,20,0.0,True
Bryant,Eric Chatfield Jr,So,5-11,71,102,21,47.2,True
Bryant,Onyx Nnani,So,6-9,69,102,22,64.6,True
Bryant,Duane Thompson,Jr,6-8,51,100,16,0.0,True
Bryant,Reed Woerner,Fr,6-3,28,93,16,0.2,True
Bryant,Grady Payton,Fr,6-9,23,93,16,0.0,True
Bryant,Connor Lyons,Fr,6-7,17,93,16,0.0,True
Bryant,Elijah Hayeems,Fr,6-6,10,93,16,0.0,True
Bryant,Elijah Crispin,Fr,6-0,,,,0.0,False
Bryant,Frankie Vassalluzzo,So,6-0,,,,0.0,False
Bryant,Jason Sepe,So,6-3,,,,0.0,False
Bryant,Joseph Green,Fr,6-3,,,,0.0,False
Bryant,Michael DeOrsey,Fr,5-11,,,,0.0,False
Bucknell,Jayden Williams,Jr,5-10,84,101,20,0.0,True
Bucknell,Kyle Marshall,So,6-4,79,105,23,0.0,True
Bucknell,Aleksander Pachucki,So,6-5,71,109,17,0.0,True
Bucknell,Luca Soroa Schaller,Jr,6-7,66,103,22,0.0,True
Bucknell,Luke Soden,Fr,5-4,64,100,22,0.0,True
Bucknell,Jacob Meachem,So,5-8,51,92,19,0.0,True
Bucknell,Patrick O'Brien,Sr,6-8,32,106,15,0.0,True
Bucknell,Mert Kocagözoğlu,Fr,6-6,25,90,17,0.2,True
Bucknell,Danny Kennard,Fr,6-10,18,90,17,0.0,True
Bucknell,Ludvik Bergseng,Fr,6-10,11,90,17,0.0,True
Bucknell,Aidan Rousseau,Fr,6-6,,,,0.0,False
Bucknell,Ethan Marten-Coney,Fr,6-9,,,,0.0,False
Bucknell,Kellen Welch,So,6-7,,,,0.0,False
Bucknell,Matt Lange,So,6-2,,,,0.0,False
Buffalo,Drew Steffe,Jr,6-5,83,110,21,68.8,True
Buffalo,Mikkel Tyne,Sr,5-10,79,108,22,0.0,True
Buffalo,Antoine Lorick III,Sr,6-9,72,115,22,0.0,True
Buffalo,Dylan Ducommun,So,6-4,70,108,22,0.0,True
Buffalo,Jalen Pitre,Sr,6-8,68,121,17,0.0,True
Buffalo,Harrison Reede,Sr,6-1,51,126,17,0.0,True
Buffalo,Evan Romano,Fr,6-3,29,96,17,0.2,True
Buffalo,Jahrel Vigo,Fr,6-2,23,96,17,0.0,True
Buffalo,Matas Buteliauskas,So,6-7,15,95,18,0.0,True
Buffalo,J.J. Frakes,Jr,,,,,0.0,False
Butler,Jalen Jackson,Sr,6-2,80,103,28,27.6,True
Butler,Drayton Jones,Sr,6-11,77,118,20,0.0,True
Butler,Eduardo Klafke,Jr,6-5,69,114,18,70.0,True
Butler,Samis Calderon,So,6-8,65,106,19,71.0,True
Butler,Jordan Ellerbee,So,6-4,63,113,18,0.0,True
Butler,Treyson Anderson,Jr,6-9,53,111,21,0.0,True
Butler,Christian Moore,Jr,6-6,37,116,16,0.0,True
Butler,Herly Brutus,Fr,6-5,31,103,18,75.4,True
Butler,Marko Marić,Fr,7-0,17,98,16,0.2,True
Butler,Bryson Cardinal,Fr,6-7,10,98,16,0.2,True
Butler,Samu Adler,Fr,6-6,,,,0.2,False
Butler,Baron Walker,Fr,6-3,,,,0.0,False
Butler,Asim Đulović,Fr,6-9,,,,0.0,False
Butler,Ethan McComb,Jr,6-1,,,,0.0,False
Cal Baptist,Terry Coner Jr.,Jr,6-0,80,102,22,0.0,True
Cal Baptist,Jordan Muller,So,6-0,77,100,18,0.0,True
Cal Baptist,Ethan Duncan,Sr,6-0,69,113,20,0.0,True
Cal Baptist,Jaqari Miles,Jr,6-4,66,98,19,0.0,True
Cal Baptist,Aleksa Milenković,Fr,6-9,64,104,21,90.6,True
Cal Baptist,Chris Mpaka,Sr,6-6,53,109,23,0.0,True
Cal Baptist,"Terry Coner, Jr.",Jr,6.0-0,37,95,19,0.0,True
Cal Baptist,Nick Richart,Sr,6-10,30,114,14,0.0,True
Cal Baptist,Steven Reynolds,Fr,6-5,16,98,19,65.0,True
Cal Baptist,Rene D'Amelio,So,6-8,8,107,18,0.0,True
Cal Baptist,Jonas Žilinskas,Fr,6-9,,,,25.5,False
Cal Baptist,Odartey Blankson,Fr,6-7,,,,0.2,False
Cal Baptist,Brody Postorino,Fr,6-0,,,,0.0,False
Cal Baptist,Anton Safin,Fr,6-9,,,,0.0,False
Cal Baptist,Marko Kovač,Fr,7-0,,,,0.0,False
Cal Baptist,Jalen Dollar,So,5-10,,,,0.0,False
Cal Poly,Cayden Ward,Jr,6-5,81,102,26,0.0,True
Cal Poly,Guzman Vasilic,Jr,6-4,76,110,18,0.0,True
Cal Poly,Kieran Elliott,Sr,6-6,68,119,15,0.0,True
Cal Poly,Jake Davis,Sr,6-4,65,101,19,0.0,True
Cal Poly,Jess Esso Essis,So,6-10,62,94,18,0.0,True
Cal Poly,Jackson Mosley,Sr,5-10,52,107,23,0.0,True
Cal Poly,Troy Plumtree,So,6-6,37,104,22,0.0,True
Cal Poly,Austin Goode,So,6-7,31,106,19,0.0,True
Cal Poly,Ali Assran,So,6-9,18,96,22,0.0,True
Cal Poly,Braden Freeman,Fr,6-6,10,87,18,0.2,True
Cal Poly,Anthony Moore,Jr,,,,,0.2,False
Cal Poly,Eric Brown,Jr,6-8,,,,0.0,False
Cal Poly,Jason Scott,Fr,6-4,,,,0.0,False
Cal St. Bakersfield,Bryce Cofield,So,6-6,92,103,23,58.8,True
Cal St. Bakersfield,Jaden Alexander,Sr,6-4,88,111,21,0.0,True
Cal St. Bakersfield,Cameron Barnes,Jr,6-10,79,103,20,65.4,True
Cal St. Bakersfield,Sean Pouedet,So,6-2,73,100,21,0.0,True
Cal St. Bakersfield,Tom Koppens,Fr,6-7,67,106,19,91.95,True
Cal St. Bakersfield,Iliyan Pishtikov,Fr,6-4,46,88,16,0.0,True
Cal St. Bakersfield,"Kjay Bradley, Jr.",Jr,,,,,0.0,False
Cal St. Fullerton,Christian Williams,So,6-0,80,105,20,2.2,True
Cal St. Fullerton,Matthew Willenborg,Jr,6-7,76,103,23,0.0,True
Cal St. Fullerton,Tiernan Stynes,So,6-6,69,107,21,0.0,True
Cal St. Fullerton,Bailey Nunn,Sr,6-0,66,109,18,0.0,True
Cal St. Fullerton,Malcolm Bell,Jr,6-5,64,100,22,0.0,True
Cal St. Fullerton,Kendrick De Luna,Sr,6-10,53,106,19,0.0,True
Cal St. Fullerton,Rockwell Reynolds,Jr,6-9,37,94,19,0.0,True
Cal St. Fullerton,Davis White,Sr,6-5,30,102,15,0.0,True
Cal St. Fullerton,Cameron Smith,Fr,6-6,16,96,19,43.4,True
Cal St. Fullerton,Marley Zeller,Fr,6-5,8,90,18,0.2,True
Cal St. Fullerton,Nicholas Khatchikian,Fr,6-2,,,,0.2,False
Cal St. Fullerton,Anthony Ponga,Fr,6-5,,,,0.0,False
Cal St. Fullerton,"Greg Howard, Jr.",Fr,6-3,,,,0.0,False
Cal St. Fullerton,Henry Beckett,Fr,6-7,,,,0.0,False
Cal St. Fullerton,Chad Graves,Fr,6-10,,,,0.0,False
Cal St. Fullerton,Matthew Quinlan,Fr,6-0,,,,0.0,False
Cal St. Northridge,Mikah Ballew,Jr,6-5,80,106,21,0.0,True
Cal St. Northridge,Brooklyn Hicks,Sr,6-3,77,108,21,0.0,True
Cal St. Northridge,Keziah Ekissi,Jr,6-3,69,105,22,0.0,True
Cal St. Northridge,Caleb Smith,Sr,6-5,64,113,17,0.0,True
Cal St. Northridge,Jael Martin,So,6-8,61,104,20,0.0,True
Cal St. Northridge,Quinton Webb,Jr,6-6,52,102,22,61.6,True
Cal St. Northridge,Naceiar Kirksey,Jr,6-1,38,92,18,0.0,True
Cal St. Northridge,Daniel Culberson,Jr,6-0,32,92,18,0.0,True
Cal St. Northridge,Omer Dahan,Fr,6-0,17,88,17,0.2,True
Cal St. Northridge,Greg Gazarian,So,6-0,10,88,18,0.0,True
Cal St. Northridge,B.J. Omot,Jr,,,,,0.0,False
California,Amier Ali,So,6-8,80,111,20,85.8,True
California,Jordan Ross,Sr,6-3,77,111,20,74.6,True
California,Jake Wilkins,So,6-9,69,112,22,91.2,True
California,Nojus Indrusaitis,Jr,6-5,65,111,21,85.6,True
California,Lee Dort,Sr,6-10,62,117,20,80.2,True
California,Sammie Yeanay,Jr,6-8,51,101,19,82.0,True
California,Jovani Ruff,Fr,6-4,37,99,19,75.0,True
California,Nicolas Mitrovic,Fr,6-10,31,99,18,69.0,True
California,Dionycius Bakare,Fr,6-5,19,100,18,60.0,True
California,Dhiaukuei Manyiel Dut,Jr,7-0,11,100,18,48.4,True
California,Dominykas Daubaris,Fr,6-10,,,,25.5,False
California,Jorell Clark,Fr,6-2,,,,0.2,False
California,Nicolas Mitrović,Fr,7-0,,,,0.0,False
California,Gabriel Sularski,Fr,6-6,,,,0.0,False
California,BJ Fisher,So,6-1,,,,0.0,False
California,Luke Butler,Fr,6-4,,,,0.0,False
California,Mantas Kocanas,So,6-11,,,,0.0,False
California,Stephon Marbury II,So,6-1,,,,0.0,False
Campbell,Quinton Mincey,Sr,6-7,82,111,22,0.0,True
Campbell,Rashawn Inglemon,Fr,6-0,78,114,20,0.0,True
Campbell,Amiri Stewart,Sr,6-3,70,109,23,0.0,True
Campbell,Caleb McAbee,So,6-1,68,115,18,0.0,True
Campbell,John Angau,So,6-5,66,97,19,0.0,True
Campbell,Sentinel Moore,So,6-0,55,121,19,0.0,True
Campbell,"A.J. Wright, Jr.",Sr,5-8,34,97,19,0.0,True
Campbell,Luka Savanović,Fr,6-6,27,92,19,54.8,True
Campbell,Filip Bošković,Fr,6-9,13,86,18,0.2,True
Campbell,Karim Rtail,Fr,6-7,7,86,18,0.2,True
Campbell,Harry Shellhammer,Fr,6-4,,,,0.0,False
Campbell,Emilis Butkus,Jr,,,,,0.0,False
Canisius,Vinny Sigona,Sr,6-1,80,110,21,0.0,True
Canisius,Nate Fouts,Jr,6-7,76,111,20,0.0,True
Canisius,Preist Ryan,Sr,6-6,68,110,20,0.0,True
Canisius,Michael Wilson Jr.,Jr,6-6,64,108,22,0.0,True
Canisius,Clinton Efinda,Sr,6-5,62,112,18,0.0,True
Canisius,Demarris Winters,So,6-3,53,101,20,0.0,True
Canisius,Will Fowler,Fr,6-2,37,109,21,0.0,True
Canisius,Nate Deer,Sr,6-10,31,103,20,0.0,True
Canisius,Gerry Guerrero,Jr,6-3,18,101,17,0.0,True
Canisius,Dorsett Mulcahy,Fr,6-6,9,91,16,0.0,True
Canisius,Alex Mack,Fr,6-4,,,,0.0,False
Canisius,Trevor Augustine,So,6-2,,,,0.0,False
Central Arkansas,Ty Robinson,Jr,6-4,80,120,24,0.0,True
Central Arkansas,Luke Moore,So,6-2,77,107,21,0.0,True
Central Arkansas,Tucker Anderson,Sr,6-9,69,116,21,0.0,True
Central Arkansas,Rashad Bolden,Sr,6-0,66,99,18,0.0,True
Central Arkansas,Cole McCormick,Jr,6-6,63,114,21,0.0,True
Central Arkansas,Harrison Beauchamp,So,6-5,53,114,16,0.0,True
Central Arkansas,Malchiah Marable,So,6-9,37,106,16,0.0,True
Central Arkansas,Simm Saadi,So,6-9,31,109,23,0.0,True
Central Arkansas,Roderick Newton,Fr,6-5,16,91,17,0.2,True
Central Arkansas,Isaiah Templeton,Fr,6-4,9,91,17,0.0,True
Central Arkansas,Camarion Bead,Fr,6-3,,,,0.0,False
Central Arkansas,R.J. Young,Fr,6-4,,,,0.0,False
Central Arkansas,Chris Mason,So,6-7,,,,0.0,False
Central Arkansas,Ethan Thomas,So,6-1,,,,0.0,False
Central Arkansas,John Shulman,Fr,6-2,,,,0.0,False
Central Arkansas,Owen Derhmann,So,6-4,,,,0.0,False
Central Connecticut,James Jones,Jr,6-6,81,105,16,0.0,True
Central Connecticut,Gabe Spinelli,Sr,6-3,76,99,24,0.0,True
Central Connecticut,Ja'Kobe Williams,Sr,6-3,69,93,20,0.0,True
Central Connecticut,Victor Payne,So,6.0-4,64,94,20,0.0,True
Central Connecticut,Daniel Etiosa James,Jr,6-8,61,112,19,0.0,True
Central Connecticut,Jhace Johnson,Jr,6-1,52,94,20,0.0,True
Central Connecticut,Elijah Parker,So,6-3,38,96,18,0.0,True
Central Connecticut,Ashton Reynolds,So,6-4,31,112,22,0.0,True
Central Connecticut,Roddy Jones,So,6-1,19,108,22,0.0,True
Central Connecticut,Jayden Mott,Jr,6-8,10,85,20,0.0,True
Central Connecticut,Corsley Edwards,Fr,6-2,,,,0.2,False
Central Connecticut,Rashawn Tibby,Fr,6-8,,,,0.2,False
Central Connecticut,Carson Gretz,Fr,6-6,,,,0.0,False
Central Connecticut,Matt Goodwin,Fr,6-2,,,,0.0,False
Central Michigan,Phat Phat Brooks,Jr,6-2,81,102,25,59.2,True
Central Michigan,Keenan Garner,Jr,6-6,76,108,19,0.0,True
Central Michigan,Conrad Luczynski,Jr,7-2,68,114,19,0.0,True
Central Michigan,Jayson Petty,Sr,6-4,65,110,19,0.0,True
Central Michigan,Jaxson Whitaker,Jr,6-4,63,112,16,0.0,True
Central Michigan,Rodney Johnson Jr.,Sr,6-5,53,105,24,0.0,True
Central Michigan,Jalen Kampen,So,6-3,37,108,16,0.0,True
Central Michigan,Jayden Hackett,Jr,6-6,31,95,18,0.0,True
Central Michigan,Brock Mendoza,Jr,6-11,18,100,17,0.0,True
Central Michigan,Nsikan Usen,Fr,6-6,9,89,16,0.2,True
Central Michigan,Uchenna Amene,Fr,6-0,,,,0.2,False
Central Michigan,Jake Bascom,Fr,6-5,,,,0.0,False
Central Michigan,Tyre Acuff,Fr,6-2,,,,0.0,False
Central Michigan,Jacob Wrencher,Fr,6-7,,,,0.0,False
Charleston,Eli Ellis,So,6-0,81,113,22,85.8,True
Charleston,Ben Bradford,Jr,6-5,76,114,23,0.0,True
Charleston,Max Green,Jr,6-6,69,109,22,0.0,True
Charleston,Martin Kalu,So,6-6,65,110,17,38.0,True
Charleston,Braden Pierce,Jr,7-0,62,114,18,0.0,True
Charleston,Xavier Abreu,So,6-3,52,115,22,0.0,True
Charleston,Trey Scott III,Jr,6-10,37,118,15,41.2,True
Charleston,Conner Groce,Jr,6-0,31,107,19,0.0,True
Charleston,Ben Nicol,Jr,6-7,18,113,17,0.0,True
Charleston,Kobe Edwards,Fr,6-1,10,108,17,60.8,True
Charleston,Jashawn Ladd,Fr,6-4,,,,0.0,False
Charleston,AJ Fowler,Fr,6-4,,,,0.0,False
Charleston,Djordje Curcic,Jr,6-2,,,,0.0,False
Charleston,Joey Scarpitti,So,5-11,,,,0.0,False
Charleston,Will Mortimore,So,6-10,,,,0.0,False
Charleston Southern,Anthony Ruffolo,Jr,6-1,80,103,23,0.0,True
Charleston Southern,Jackson Crawford,Jr,6-0,76,106,22,0.0,True
Charleston Southern,Jacob Taylor,So,6-3,69,108,16,0.0,True
Charleston Southern,D'Ante Bass,Sr,6-6,64,112,20,59.6,True
Charleston Southern,Jefferson McLamb,Jr,6-5,60,114,20,0.0,True
Charleston Southern,Assane Mandian,So,6-7,51,112,19,0.0,True
Charleston Southern,Alex Harper,Jr,6-3,38,93,20,0.0,True
Charleston Southern,Lase Olalere,Jr,6-10,32,107,19,0.0,True
Charleston Southern,Nicholas Errica,So,6-3,19,104,20,0.0,True
Charleston Southern,Tito Deng,Sr,6-11,11,103,19,0.0,True
Charleston Southern,Marquise Leslie,Fr,6-8,,,,0.0,False
Charleston Southern,D.J. Hubbard,Fr,6-3,,,,0.0,False
Charleston Southern,Mathok Majok,Jr,7-4,,,,0.0,False
Charleston Southern,A.J. Gladieux,Fr,6-2,,,,0.0,False
Charleston Southern,Devin Brafford,So,7-1,,,,0.0,False
Charlotte,Jizzle James,Sr,6-3,81,109,22,88.0,True
Charlotte,Dylan Grant,Jr,6-7,77,111,21,68.4,True
Charlotte,Keyshuan Tillery,So,6-0,70,106,23,88.8,True
Charlotte,Dorian Finister,Sr,6-5,67,115,19,54.8,True
Charlotte,Arden Conyers,Sr,6-7,66,119,17,56.4,True
Charlotte,Jordi Rodriguez,So,6-6,54,105,20,0.0,True
Charlotte,Jayden Fort,Jr,6-9,35,113,19,0.0,True
Charlotte,Tyler McKinley,Jr,6-9,29,112,17,86.8,True
Charlotte,Peyton Marshall,Jr,7-0,15,106,21,80.8,True
Charlotte,Frank Oguche,Fr,6-8,6,95,15,0.2,True
Charlotte,Lance Barnes,Fr,6-3,,,,0.0,False
Chattanooga,Tyler Houser,Sr,6-9,81,117,22,0.0,True
Chattanooga,Tate Darner,So,6-4,77,113,19,0.0,True
Chattanooga,Tre Powell,So,6-0,69,115,21,0.0,True
Chattanooga,Yonatan Levy,Jr,6-9,66,112,20,0.0,True
Chattanooga,Matt Hampton,Jr,6-5,64,98,20,0.0,True
Chattanooga,Anthony Swift,Jr,6-7,52,105,21,0.0,True
Chattanooga,Sean Cusano,Jr,6-9,35,114,21,0.0,True
Chattanooga,Houston Holland,Jr,6-3,29,122,13,0.0,True
Chattanooga,Josh Bowman,So,6-9,17,107,19,0.0,True
Chattanooga,Lenny Anigbata,Fr,6-5,10,102,18,62.85,True
Chattanooga,Hugo Nguyen,Fr,6-1,,,,0.2,False
Chattanooga,Zach Bleshoy,Fr,6-4,,,,0.2,False
Chattanooga,John Fleeman,Fr,7-0,,,,0.0,False
Chattanooga,Christian Matos,Fr,6-2,,,,0.0,False
Chattanooga,Yssam Moungala,Fr,6-6,,,,0.0,False
Chattanooga,Ryan Lopez,Jr,5-8,,,,0.0,False
Chicago St.,Kameron Foman,Jr,6-4,80,108,18,0.0,True
Chicago St.,Armari Carraway,Sr,6-0,76,104,20,0.0,True
Chicago St.,Mike Price,So,6-3,68,104,21,0.0,True
Chicago St.,Malik Olafioye,Jr,6-2,64,105,19,0.0,True
Chicago St.,Marcus Watson Jr.,Sr,5-10,62,105,19,52.8,True
Chicago St.,Davius Loury,Jr,6-7,53,104,20,0.0,True
Chicago St.,Marcel Bryant,Jr,6-7,37,104,22,0.0,True
Chicago St.,Will Lovings-Watts,Jr,6-5,31,104,21,0.0,True
Chicago St.,Jaylen Pazon,Jr,6-5,18,100,24,0.0,True
Chicago St.,Chauncey Gibson,Sr,6-7,10,94,22,57.0,True
Chicago St.,Malek Robinson,Fr,5-11,,,,0.0,False
Cincinnati,MJ Collins,Sr,6-4,80,111,20,63.4,True
Cincinnati,Myles Colvin,Sr,6-5,76,109,20,80.6,True
Cincinnati,Tylen Riley,Sr,6-3,68,107,22,0.0,True
Cincinnati,Tyler Tejada,Sr,6-8,64,111,20,0.0,True
Cincinnati,Akai Fleming,So,6-4,62,107,20,83.0,True
Cincinnati,Riley Allenspach,Sr,6-11,53,111,21,51.2,True
Cincinnati,Trevian Carson,Sr,6-3,37,114,17,0.0,True
Cincinnati,Adlan Elamin,So,6-9,31,109,18,73.8,True
Cincinnati,Elijah Perryman,So,6-2,18,105,20,0.0,True
Cincinnati,Jayden Hastings,Jr,6-9,10,110,17,65.2,True
Cincinnati,Lucas Atauri,Fr,6-5,,,,0.2,False
Cincinnati,David Iweze,Jr,,,,,0.2,False
Cincinnati,Eric Mahaffey,So,6-4,,,,0.0,False
Clemson,Ace Buckner,Jr,6-2,80,113,22,73.2,True
Clemson,Cole Certa,Jr,6-5,76,117,18,76.0,True
Clemson,Zac Foster,So,6-4,68,101,23,76.4,True
Clemson,Carter Welling,Sr,6-10,64,113,24,0.0,True
Clemson,Liutauras Lelevicius,Sr,6-7,62,117,16,0.0,True
Clemson,David Fuchs,Sr,6-9,52,114,19,0.0,True
Clemson,Dylan Faulkner,Sr,6-9,37,118,19,0.0,True
Clemson,Dallas Thomas,Jr,6-9,31,103,17,82.8,True
Clemson,Chase Thompson,So,6-8,18,116,14,0.0,True
Clemson,Harris Reynolds,Fr,6-4,10,101,17,76.8,True
Clemson,Will Stevens,Fr,6-10,,,,70.8,False
Clemson,Amare James,Fr,6-6,,,,47.8,False
Clemson,Blake Davidson,Fr,6-9,,,,0.2,False
Clemson,Trent Steinour,Fr,6-10,,,,56.0,False
Cleveland St.,Micah Bays,So,6-2,80,109,20,0.0,True
Cleveland St.,Jordan Lowery,So,6-1,76,107,21,56.6,True
Cleveland St.,Rayvon Griffith,Jr,6-7,69,110,20,86.0,True
Cleveland St.,Curtis Stinson Jr.,So,6-5,66,103,20,0.0,True
Cleveland St.,"Owen Bronston, Jr.",Sr,6-6,64,115,20,0.0,True
Cleveland St.,Derek Vorst,Sr,6-10,53,112,21,0.0,True
Cleveland St.,Alex Bruskotter,So,6-8,37,102,20,0.0,True
Cleveland St.,Gavin Headings,Jr,6-9,30,98,17,0.0,True
Cleveland St.,Deandre Jones,Jr,6-8,17,102,19,0.0,True
Cleveland St.,Ogbemudia Uagboe,Fr,6-4,8,95,17,0.2,True
Cleveland St.,Dylan Foster,Fr,6-3,,,,0.0,False
Cleveland St.,Braden McCruter,Fr,6-9,,,,0.0,False
Coastal Carolina,Jaylen Cross,So,6-4,80,103,23,73.6,True
Coastal Carolina,Trey Perry,So,6-2,77,110,22,0.0,True
Coastal Carolina,Ashton Hardaway,Sr,6-8,69,109,21,77.8,True
Coastal Carolina,Tristan Thompson,So,6-5,65,104,16,97.8,True
Coastal Carolina,DaJohn Craig,Jr,6-1,63,111,19,0.0,True
Coastal Carolina,Darius Washington III,So,6-5,52,109,21,0.0,True
Coastal Carolina,Jaevian Alston,Fr,6-6,36,106,21,0.0,True
Coastal Carolina,Derrick Green,Jr,6-9,30,115,15,0.0,True
Coastal Carolina,Q Williams,Fr,5-9,18,100,18,29.2,True
Coastal Carolina,Jordan Buzzard,Fr,6-9,10,93,17,0.0,True
Colgate,Andrew Alekseyenko,So,6-8,81,106,29,0.0,True
Colgate,Sam Wright,Sr,6-9,77,112,25,0.0,True
Colgate,Parker Jones,Jr,6-6,71,106,20,0.0,True
Colgate,Josh Ahayere,Jr,6-4,68,113,18,0.0,True
Colgate,Cooper Wright,Sr,6-5,65,114,12,0.0,True
Colgate,Ayomi Odetoyinbo,So,6-10,51,113,15,0.0,True
Colgate,Blake Forrest,So,5-11,32,102,18,0.0,True
Colgate,Ethan Brown,Jr,6-10,26,93,18,0.0,True
Colgate,Isaiah Skinn,Fr,6-0,17,94,18,0.2,True
Colgate,Cameron Brennan,Jr,7-0,10,93,18,0.0,True
Colgate,Charles Pugh,Fr,6-4,,,,0.0,False
Colgate,Jonathan Niv,Fr,6-5,,,,0.0,False
Colorado,Barrington Hargress,Sr,6-0,82,120,25,0.0,True
Colorado,Josiah Sanders,So,6-5,76,105,19,69.4,True
Colorado,Justin Neely,Sr,6-6,68,115,20,34.6,True
Colorado,Noah Feddersen,Sr,6-10,64,113,19,0.0,True
Colorado,David Gomez,So,6-9,61,108,17,66.4,True
Colorado,Jalin Holland,So,6-5,52,97,21,65.4,True
Colorado,Rider Portela,Fr,6-6,37,98,20,79.2,True
Colorado,Ian Inman,So,6-6,31,107,20,41.8,True
Colorado,Tacko Fawaz,Fr,6-11,18,99,19,65.4,True
Colorado,"Fawaz ""Tacko"" Ifaola",So,7-0,10,104,12,64.0,True
Colorado,Goc Malual,Fr,6-9,,,,0.0,False
Colorado,Alex Dickeson,Fr,6-4,,,,0.0,False
Colorado,Nick Randall,So,6-8,,,,0.0,False
Colorado St.,Carey Booth,Sr,6-10,80,120,21,88.2,True
Colorado St.,Josh Pascarelli,Sr,6-3,76,116,20,0.0,True
Colorado St.,Jase Butler,Jr,6-4,69,122,19,78.0,True
Colorado St.,Kyle Jorgensen,Jr,6-9,66,118,21,0.0,True
Colorado St.,Justin Menard,Jr,6-3,64,114,19,0.0,True
Colorado St.,Amondo Miller Jr.,Sr,6-6,53,104,20,0.0,True
Colorado St.,"Amondo Miller, Jr.",Sr,6.0-7,37,109,18,0.0,True
Colorado St.,Rashaan Mbemba,Sr,6-7,30,115,23,0.0,True
Colorado St.,Jojo McIver,So,6-3,16,100,18,0.0,True
Colorado St.,Pops Dunson,Fr,6-0,8,104,18,56.8,True
Colorado St.,Jaden Ghoreishi,Fr,6-9,,,,56.2,False
Colorado St.,Eric Fiedler,Fr,6-6,,,,45.4,False
Colorado St.,Docker Tedeschi,Fr,6-9,,,,0.2,False
Colorado St.,Jaxon Clark,Fr,6-10,,,,0.0,False
Colorado St.,Charlie Dortch,So,6-9,,,,0.0,False
Columbia,Mason Ritter,Jr,6-8,81,109,19,0.0,True
Columbia,Miles Franklin,So,6-5,77,107,22,0.0,True
Columbia,Connor Igoe,So,6-7,69,109,26,0.0,True
Columbia,Gerard O'Keefe,Jr,6-3,65,119,17,0.0,True
Columbia,Leland Coleman,So,6-8,63,112,18,0.0,True
Columbia,Hampton Sanders,Sr,6-0,51,110,20,0.0,True
Columbia,Douglas Langford,So,6-7,35,109,19,0.0,True
Columbia,Richard Nweke,Sr,6-8,30,111,18,0.0,True
Columbia,Trae Nunn,Fr,6-4,18,102,18,30.2,True
Columbia,Nicolo Romanelli,Jr,6-2,11,102,18,0.0,True
Columbia,Gabe Hornberger,Fr,6-4,,,,0.0,False
Columbia,Atticus Richmond,Fr,6-8,,,,0.0,False
Columbia,Michael Madueme,Fr,6-4,,,,0.0,False
Columbia,Josh Pratt,Fr,6-1,,,,0.0,False
Columbia,Luke Cruz,Fr,6-9,,,,0.0,False
Columbia,Edwin Bai,Fr,6-2,,,,0.0,False
Columbia,Josiah Cunningham,So,6-2,,,,0.0,False
Connecticut,Silas Demary Jr.,Sr,6-4,80,114,24,79.4,True
Connecticut,Braylon Mullins,So,6-6,77,112,23,97.2,True
Connecticut,Nikolas Khamenia,So,6-8,68,110,19,97.0,True
Connecticut,Jayden Ross,Sr,6-7,65,119,16,84.0,True
Connecticut,Colben Landrew,Fr,6-6,63,101,21,95.0,True
Connecticut,Nils Machowski,Sr,6-3,53,113,18,0.0,True
Connecticut,Najai Hines,So,6-10,37,111,19,0.0,True
Connecticut,Junior County,Fr,6-4,31,100,21,92.4,True
Connecticut,Jaye Nash,Jr,6-3,17,108,16,0.0,True
Connecticut,Oskar Giltay,So,6-10,9,112,18,88.6,True
Connecticut,Jacob Ross,Fr,6-6,,,,70.4,False
Connecticut,Isaiah Shaw,Jr,6-8,,,,0.0,False
Connecticut,Elmir Dzafic,Fr,7-0,,,,0.0,False
Connecticut,Solo Ball,Jr,6-3,,,,91.2,False
Coppin St.,Hussain Williams,Sr,6-5,80,103,21,0.0,True
Coppin St.,Camaren Sparrow,Sr,6-4,77,102,20,0.0,True
Coppin St.,Jamari Piercy,Sr,6-5,69,95,23,0.0,True
Coppin St.,Nelson Lamizana,So,6-9,65,100,21,0.0,True
Coppin St.,Tyler Koenig,Sr,6-9,63,108,19,0.0,True
Coppin St.,Brendan Johnson,Jr,6-4,54,102,21,0.0,True
Coppin St.,Baasil Saunders,Sr,6-4,38,98,16,0.0,True
Coppin St.,Daveyon Lydner,So,6-4,32,95,18,0.0,True
