game_id,game_date,away_team_id,home_team_id,season
401817230,2025-11-11,150,349,2026
401825588,2025-11-11,2464,12,2026
401817529,2025-11-11,154,130,2026
401819835,2025-11-11,48,252,2026
401817241,2025-11-11,96,97,2026
401826707,2025-11-11,52,57,2026
401811097,2025-11-11,2641,356,2026
401817264,2025-11-11,2515,153,2026
401820831,2025-11-11,156,2250,2026
401824935,2025-11-11,2110,8,2026
401823476,2025-11-11,2747,2,2026
401822319,2025-11-11,2050,275,2026
401819883,2025-11-11,357,2305,2026
401823375,2025-11-11,130262,85,2026
401824303,2025-11-11,314,140,2026
401823523,2025-11-11,2903,2000,2026
401812353,2025-11-11,112358,2005,2026
401828496,2025-11-11,3238,2916,2026
401813274,2025-11-11,2378,2415,2026
401827109,2025-11-11,3189,2065,2026
401828267,2025-11-11,126848,399,2026
401827495,2025-11-11,3196,2619,2026
401826733,2025-11-11,2026,194,2026
401824947,2025-11-11,288,2427,2026
401820150,2025-11-11,2426,213,2026
401828720,2025-11-11,2450,295,2026
401827512,2025-11-11,2182,2142,2026
401827216,2025-11-11,2016,120,2026
401827209,2025-11-11,3173,2653,2026
401827066,2025-11-11,2737,324,2026
401826699,2025-11-11,2107,2244,2026
401824825,2025-11-11,50,2116,2026
401823563,2025-11-11,2529,222,2026
401823433,2025-11-11,2466,2453,2026
401823408,2025-11-11,2649,2750,2026
401823368,2025-11-11,128438,2174,2026
401823341,2025-11-11,294,2272,2026
401823226,2025-11-11,290,526,2026
401822178,2025-11-11,2325,218,2026
401822167,2025-11-11,2681,2230,2026
401820824,2025-11-11,2130,2086,2026
401820798,2025-11-11,2166,2429,2026
401820184,2025-11-11,2885,2352,2026
401817174,2025-11-11,2729,257,2026
401817165,2025-11-11,284,227,2026
401813436,2025-11-11,2168,2132,2026
401812918,2025-11-11,2413,228,2026
401812644,2025-11-11,2115,103,2026
401812601,2025-11-11,111,108,2026
401812575,2025-11-11,219,2507,2026
401812380,2025-11-11,116,2598,2026
401809075,2025-11-11,2083,163,2026
401827497,2025-11-11,111914,119,2026
401826851,2025-11-11,2011,5,2026
401818299,2025-11-11,43,2514,2026
401817433,2025-11-11,2197,87,2026
401829455,2025-11-11,561,155,2026
401829385,2025-11-11,3083,2634,2026
401828920,2025-11-11,2595,82,2026
401826996,2025-11-11,2771,2627,2026
401826844,2025-11-11,2655,309,2026
401826805,2025-11-11,2617,242,2026
401826777,2025-11-11,2029,201,2026
401823427,2025-11-11,2084,305,2026
401823323,2025-11-11,2032,2623,2026
401823257,2025-11-11,2463,2449,2026
401823038,2025-11-11,2379,158,2026
401817454,2025-11-11,93,2567,2026
401813446,2025-11-11,2511,2184,2026
401823757,2025-11-11,2046,2751,2026
401823540,2025-11-11,3246,253,2026
401826797,2025-11-11,235,145,2026
401826043,2025-11-11,27,167,2026
401824069,2025-11-11,124946,2492,2026
401824039,2025-11-11,2351,2638,2026
401823815,2025-11-11,292,68,2026
401817488,2025-11-11,2261,258,2026
401830630,2025-11-11,2424,166,2026
401823551,2025-11-11,2710,2934,2026
401829049,2025-11-11,195,2608,2026
401826928,2025-11-11,2540,16,2026
401820397,2025-11-11,149,2439,2026
401824811,2025-11-12,2473,248,2026
401823442,2025-11-12,2454,2633,2026
401823516,2025-11-12,3229,2678,2026
401820605,2025-11-12,2066,46,2026
401828734,2025-11-12,2073,2428,2026
401828337,2025-11-12,2932,338,2026
401827262,2025-11-12,2210,276,2026
401827060,2025-11-12,3243,2908,2026
401826992,2025-11-12,256,2344,2026
401826939,2025-11-12,2506,2579,2026
401826758,2025-11-12,2211,160,2026
401824886,2025-11-12,94,2193,2026
401823394,2025-11-12,2870,2711,2026
401823214,2025-11-12,2262,91,2026
401822759,2025-11-12,2154,58,2026
401822736,2025-11-12,2612,2670,2026
401822311,2025-11-12,270,84,2026
401820597,2025-11-12,130195,2006,2026
401818549,2025-11-12,225,104,2026
401817519,2025-11-12,2603,259,2026
401817195,2025-11-12,2561,179,2026
401817143,2025-11-12,44,45,2026
401813348,2025-11-12,2385,2099,2026
401813321,2025-11-12,185,2368,2026
401829346,2025-11-12,2693,2546,2026
401829461,2025-11-12,375,2449,2026
401828544,2025-11-12,2198,238,2026
401828282,2025-11-12,202,198,2026
401827234,2025-11-12,135,142,2026
401827213,2025-11-12,2636,326,2026
401826947,2025-11-12,224,3084,2026
401823023,2025-11-12,2031,269,2026
401822995,2025-11-12,2393,339,2026
401822331,2025-11-12,2447,2674,2026
401817254,2025-11-12,2430,152,2026
401813288,2025-11-12,2504,197,2026
401812284,2025-11-12,161,251,2026
401811104,2025-11-12,88,233,2026
401828753,2025-11-12,2630,71,2026
401827004,2025-11-12,2535,2640,2026
401820615,2025-11-12,159,2803,2026
401826931,2025-11-12,2692,328,2026
401826908,2025-11-12,28,278,2026
401823809,2025-11-12,13,36,2026
401823510,2025-11-12,70,301,2026
401830348,2025-11-12,2363,3101,2026
401827265,2025-11-12,2571,2483,2026
401824056,2025-11-12,249,204,2026
401828918,2025-11-12,79,2440,2026
401826726,2025-11-12,2502,2539,2026
401823500,2025-11-12,331,2547,2026
401823306,2025-11-12,299,279,2026
401817466,2025-11-12,147,24,2026
401824848,2025-11-12,2400,62,2026
401812262,2025-11-13,2509,333,2026
401827220,2025-11-13,23,127,2026
401831227,2025-11-13,2117,6,2026
401829413,2025-11-13,172,322,2026
401817444,2025-11-13,221,277,2026
401830421,2025-11-13,2081,2427,2026
401829686,2025-11-13,2016,47,2026
401829493,2025-11-13,2232,2247,2026
401828297,2025-11-13,108806,2097,2026
401827527,2025-11-13,50024,2448,2026
401826862,2025-11-13,212,163,2026
401826856,2025-11-13,2330,113,2026
401826830,2025-11-13,2061,2635,2026
401824861,2025-11-13,2405,2550,2026
401823401,2025-11-13,126821,2523,2026
401820807,2025-11-13,2207,151,2026
401818368,2025-11-13,2349,171,2026
401827089,2025-11-13,2572,2755,2026
401817155,2025-11-13,2350,2724,2026
401829043,2025-11-13,2229,99,2026
401828477,2025-11-13,2739,2900,2026
401828331,2025-11-13,2433,2277,2026
